PC,PQ,PR,TP,DQ,RP,BP,PD,MP,UM,EA,NO,CY,RH,LH,CC,DC,WC,LS,,
EH7 6SP,10,N,9,9,9,0,0,9,0,329332,674658,S92000003,,S08000024,,S12000036,S13002932,S,,EH7 6SP
EH7 9SP,10,N,1,1,0,1,0,1,0,326196,673837,S92000003,,S08000024,,S12000036,S13002929,L,,EH7 9SP
EH8 7SP,10,N,20,20,20,0,0,20,0,329374,673802,S92000003,,S08000024,,S12000036,S13002932,S,EH8 7SP,
EH8 9SP,10,N,51,51,51,0,0,51,0,326529,672961,S92000003,,S08000024,,S12000036,S13002933,S,EH8 9SP,
EH991SP,10,N,1,1,0,1,0,1,0,326751,673849,S92000003,,S08000024,,S12000036,S13002929,L,,EH991SP
EN1 1SP,10,N,18,18,1,17,0,18,0,534448,195852,E92000001,E19000003,E18000007,,E09000010,E05000207,S,,EN1 1SP
EN1 3SP,10,N,3,3,2,1,0,3,0,533634,196687,E92000001,E19000003,E18000007,,E09000010,E05000207,S,,EN1 3SP
EN1 4SP,10,N,34,34,34,0,0,34,0,534639,199341,E92000001,E19000003,E18000007,,E09000010,E05000195,S,EN1 4SP,
EN1 9SP,10,Y,1,1,0,0,1,1,0,533124,196542,E92000001,E19000003,E18000007,,E09000010,E05000207,L,,EN1 9SP
EN118SP,10,N,5,5,5,0,0,5,0,534806,208789,E92000001,E19000001,E18000006,E10000015,E07000095,E05009007,S,,EN118SP
EN2 0SP,10,N,3,3,2,1,0,3,0,533051,197956,E92000001,E19000003,E18000007,,E09000010,E05000195,S,,EN2 0SP
EN2 6SP,10,N,1,1,1,0,0,1,0,532643,196544,E92000001,E19000003,E18000007,,E09000010,E05000200,S,,EN2 6SP
EN3 5SP,10,N,23,23,23,0,0,23,0,535307,198229,E92000001,E19000003,E18000007,,E09000010,E05000211,S,EN3 5SP,
EN3 6SP,10,N,25,25,25,0,0,25,0,536206,199135,E92000001,E19000003,E18000007,,E09000010,E05000199,S,EN3 6SP,
EN3 7SP,10,N,1,1,0,1,0,1,0,536426,196046,E92000001,E19000003,E18000007,,E09000010,E05000206,S,,EN3 7SP
EN5 2SP,10,N,9,9,9,0,0,9,0,523811,195982,E92000001,E19000003,E18000007,,E09000003,E05000060,S,,EN5 2SP
EN5 5SP,10,N,14,14,14,0,0,14,0,524632,196635,E92000001,E19000003,E18000007,,E09000003,E05000056,S,EN5 5SP,
EN6 1SP,10,N,21,21,21,0,0,21,0,525928,202185,E92000001,E19000001,E18000006,E10000015,E07000098,E05012191,S,EN6 1SP,
EN6 2SP,10,N,10,10,10,0,0,10,0,524453,200594,E92000001,E19000001,E18000006,E10000015,E07000098,E05012179,S,,EN6 2SP
EN7 5SP,10,N,22,22,22,0,0,22,0,531644,203646,E92000001,E19000001,E18000006,E10000015,E07000095,E05009006,S,EN7 5SP,
EN7 6SP,10,N,5,5,5,0,0,5,0,533269,203383,E92000001,E19000001,E18000006,E10000015,E07000095,E05009006,S,,EN7 6SP
EN771SP,90,N,1,0,0,1,0,0,1,0,0,E92000001,,,,,,L,,EN771SP
EN8 0SP,10,N,29,29,29,0,0,29,0,535814,203245,E92000001,E19000001,E18000006,E10000015,E07000095,E05009003,S,EN8 0SP,
EN8 7SP,10,N,32,32,32,0,0,32,0,536907,200316,E92000001,E19000001,E18000006,E10000015,E07000095,E05009010,S,EN8 7SP,
EN8 8SP,10,N,34,34,34,0,0,34,0,536049,201777,E92000001,E19000001,E18000006,E10000015,E07000095,E05009004,S,EN8 8SP,
EN8 9SP,10,N,7,7,3,4,0,7,0,536595,202742,E92000001,E19000001,E18000006,E10000015,E07000095,E05009003,S,,EN8 9SP
EN9 3SP,10,N,3,3,3,0,0,3,0,541503,201027,E92000001,E19000001,E18000006,E10000012,E07000072,E05004174,S,,EN9 3SP
EX1 2SP,10,N,38,38,38,0,0,38,0,293790,92668,E92000001,E19000002,E18000010,E10000008,E07000041,E05011014,S,EX1 2SP,
EX1 3SP,10,N,50,50,50,0,0,50,0,296607,94398,E92000001,E19000002,E18000010,E10000008,E07000041,E05011018,S,EX1 3SP,
EX1 9SP,10,N,1,1,0,1,0,1,0,292446,92788,E92000001,E19000002,E18000010,E10000008,E07000041,E05011020,S,,EX1 9SP
EX100SP,10,N,6,6,5,1,0,6,0,308565,89599,E92000001,E19000002,E18000010,E10000008,E07000040,E05011800,S,,EX100SP
EX101SP,10,N,1,1,0,1,0,1,0,312042,87954,E92000001,E19000002,E18000010,E10000008,E07000040,E05011805,S,,EX101SP
EX108SP,10,N,25,25,25,0,0,25,0,311754,87376,E92000001,E19000002,E18000010,E10000008,E07000040,E05011805,S,EX108SP,
EX109SP,10,N,9,9,9,0,0,9,0,313250,90085,E92000001,E19000002,E18000010,E10000008,E07000040,E05011804,S,,EX109SP
EX111SP,10,N,1,1,1,0,0,1,0,306737,92425,E92000001,E19000002,E18000010,E10000008,E07000040,E05011801,S,,EX111SP
EX122SP,10,N,4,4,4,0,0,4,0,324708,91373,E92000001,E19000002,E18000010,E10000008,E07000040,E05011802,S,,EX122SP
EX135SP,10,N,2,2,2,0,0,2,0,331340,96543,E92000001,E19000002,E18000010,E10000008,E07000040,E05011782,S,,EX135SP
EX137SP,10,N,7,7,7,0,0,7,0,326680,98137,E92000001,E19000002,E18000010,E10000008,E07000040,E05011799,S,,EX137SP
EX144SP,10,N,2,2,2,0,0,2,0,318325,109081,E92000001,E19000002,E18000010,E10000008,E07000040,E05011789,S,,EX144SP
EX149SP,10,N,3,3,3,0,0,3,0,320059,99070,E92000001,E19000002,E18000010,E10000008,E07000040,E05011787,S,,EX149SP
EX151SP,10,N,8,8,8,0,0,8,0,301784,106769,E92000001,E19000002,E18000010,E10000008,E07000042,E05003518,S,,EX151SP
EX152SP,10,N,17,17,17,0,0,17,0,303286,110848,E92000001,E19000002,E18000010,E10000008,E07000042,E05003521,S,EX152SP,
EX153SP,10,N,6,6,6,0,0,6,0,313896,114179,E92000001,E19000002,E18000010,E10000008,E07000042,E05003528,S,,EX153SP
EX160SP,10,N,1,1,0,1,0,1,0,295686,112407,E92000001,E19000002,E18000010,E10000008,E07000042,E05003515,S,,EX160SP
EX187SP,10,N,7,7,7,0,0,7,0,266331,109911,E92000001,E19000002,E18000010,E10000008,E07000042,E05003526,S,,EX187SP
EX2 4SP,10,N,11,11,11,0,0,11,0,293077,91152,E92000001,E19000002,E18000010,E10000008,E07000041,E05011020,S,,EX2 4SP
EX2 7SP,10,N,9,9,9,0,0,9,0,295695,90104,E92000001,E19000002,E18000010,E10000008,E07000041,E05011023,S,,EX2 7SP
EX2 9SP,10,N,3,3,3,0,0,3,0,290262,90574,E92000001,E19000002,E18000010,E10000008,E07000045,E05011905,S,,EX2 9SP
EX201SP,10,N,1,1,0,1,0,1,0,258202,94767,E92000001,E19000002,E18000010,E10000008,E07000047,E05010561,S,,EX201SP
EX202SP,10,N,5,5,4,1,0,5,0,262699,98650,E92000001,E19000002,E18000010,E10000008,E07000047,E05010557,S,,EX202SP
EX215SP,10,N,3,2,1,2,0,2,1,244589,109246,E92000001,E19000002,E18000010,E10000008,E07000046,E05011928,S,,EX215SP
EX226SP,10,N,10,10,10,0,0,10,0,231185,102701,E92000001,E19000002,E18000010,E10000008,E07000046,E05011925,S,,EX226SP
EX227SP,10,N,4,4,4,0,0,4,0,233306,116749,E92000001,E19000002,E18000010,E10000008,E07000046,E05011923,S,,EX227SP
EX238SP,10,N,4,4,4,0,0,4,0,220552,107283,E92000001,E19000002,E18000010,,E06000052,E05009164,S,,EX238SP
EX239SP,10,N,2,2,2,0,0,2,0,221561,115168,E92000001,E19000002,E18000010,,E06000052,E05009185,S,,EX239SP
EX246SP,10,N,6,5,5,1,0,5,1,323838,95388,E92000001,E19000002,E18000010,E10000008,E07000040,E05011787,S,,EX246SP
EX313SP,10,N,5,5,5,0,0,5,0,253725,132012,E92000001,E19000002,E18000010,E10000008,E07000043,E05012415,S,,EX313SP
EX314SP,10,N,3,3,2,1,0,3,0,262594,139589,E92000001,E19000002,E18000010,E10000008,E07000043,E05012417,S,,EX314SP
EX320SP,10,N,1,1,1,0,0,1,0,266311,131672,E92000001,E19000002,E18000010,E10000008,E07000043,E05012433,S,,EX320SP
EX322SP,10,N,1,1,0,1,0,1,0,255406,133366,E92000001,E19000002,E18000010,E10000008,E07000043,E05012412,S,,EX322SP
EX349SP,10,N,9,9,9,0,0,9,0,256641,147288,E92000001,E19000002,E18000010,E10000008,E07000043,E05012430,S,,EX349SP
EX379SP,10,N,19,19,18,1,0,19,0,268341,119258,E92000001,E19000002,E18000010,E10000008,E07000043,E05012420,S,EX379SP,
EX391SP,10,N,16,16,16,0,0,16,0,244739,129661,E92000001,E19000002,E18000010,E10000008,E07000046,E05011916,S,EX391SP,
EX395SP,10,N,19,19,19,0,0,19,0,233184,121268,E92000001,E19000002,E18000010,E10000008,E07000046,E05011923,S,EX395SP,
EX399SP,10,N,1,1,0,1,0,1,0,245625,127479,E92000001,E19000002,E18000010,E10000008,E07000046,E05011918,S,,EX399SP
EX4 1SP,10,N,51,51,51,0,0,51,0,290132,92606,E92000001,E19000002,E18000010,E10000008,E07000041,E05011013,S,EX4 1SP,
EX4 3SP,10,N,1,1,0,1,0,1,0,291856,92888,E92000001,E19000002,E18000010,E10000008,E07000041,E05011020,L,,EX4 3SP
EX4 6SP,10,N,24,24,24,0,0,24,0,292923,93318,E92000001,E19000002,E18000010,E10000008,E07000041,E05011016,S,EX4 6SP,
EX5 2SP,10,N,7,7,7,0,0,7,0,304316,97180,E92000001,E19000002,E18000010,E10000008,E07000040,E05011809,S,,EX5 2SP
EX6 7SP,10,N,3,3,3,0,0,3,0,286228,91006,E92000001,E19000002,E18000010,E10000008,E07000045,E05011905,S,,EX6 7SP
EX6 8SP,10,N,29,29,29,0,0,29,0,294048,87756,E92000001,E19000002,E18000010,E10000008,E07000045,E05011905,S,EX6 8SP,
EX7 0SP,10,N,12,12,12,0,0,12,0,297397,78689,E92000001,E19000002,E18000010,E10000008,E07000045,E05011901,S,EX7 0SP,
EX7 9SP,10,N,19,19,19,0,0,19,0,295406,76027,E92000001,E19000002,E18000010,E10000008,E07000045,E05011902,S,EX7 9SP,
EX8 1SP,10,N,10,10,10,0,0,10,0,300055,81519,E92000001,E19000002,E18000010,E10000008,E07000040,E05011794,S,,EX8 1SP
EX8 5SP,10,N,21,21,21,0,0,21,0,301349,83635,E92000001,E19000002,E18000010,E10000008,E07000040,E05011792,S,EX8 5SP,
EX9 6SP,10,N,8,8,8,0,0,8,0,306118,82836,E92000001,E19000002,E18000010,E10000008,E07000040,E05011785,S,,EX9 6SP
FK1 1SP,10,N,8,8,8,0,0,8,0,289736,679898,S92000003,,S08000019,,S12000014,S13002942,S,,FK1 1SP
FK1 5SP,10,N,5,5,5,0,0,5,0,287964,679889,S92000003,,S08000019,,S12000014,S13002942,S,,FK1 5SP
FK1 9SP,10,N,1,1,0,1,0,1,0,288323,680216,S92000003,,S08000019,,S12000014,S13002942,S,,FK1 9SP
FK102SP,10,N,50,50,50,0,0,50,0,286434,695186,S92000003,,S08000019,,S12000005,S13002875,S,FK102SP,
FK103SP,10,N,16,16,16,0,0,16,0,289387,693145,S92000003,,S08000019,,S12000005,S13002877,S,FK103SP,
FK104SP,10,N,17,17,17,0,0,17,0,291851,691688,S92000003,,S08000019,,S12000005,S13002879,S,FK104SP,
FK109SP,10,N,1,1,0,1,0,1,0,288517,693294,S92000003,,S08000019,,S12000005,S13002878,S,,FK109SP
FK2 0SP,10,N,16,16,16,0,0,16,0,293323,677113,S92000003,,S08000019,,S12000014,S13002944,S,FK2 0SP,
FK2 7SP,10,N,18,18,18,0,0,18,0,288354,682190,S92000003,,S08000019,,S12000014,S13002941,S,FK2 7SP,
FK2 8SP,10,N,7,7,7,0,0,7,0,288366,682451,S92000003,,S08000019,,S12000014,S13002939,S,,FK2 8SP
FK2 9SP,10,N,3,3,2,1,0,3,0,291861,679009,S92000003,,S08000019,,S12000014,S13002943,S,,FK2 9SP
FK3 8SP,10,N,28,28,28,0,0,28,0,292146,680333,S92000003,,S08000019,,S12000014,S13002937,S,FK3 8SP,
FK4 1SP,10,N,9,9,9,0,0,9,0,278237,678971,S92000003,,S08000019,,S12000014,S13002938,S,,FK4 1SP
FK5 4SP,10,N,3,3,3,0,0,3,0,284443,685441,S92000003,,S08000019,,S12000014,S13002940,S,,FK5 4SP
FK7 1SP,10,N,1,0,0,1,0,0,1,279650,692817,S92000003,,S08000019,,S12000030,S13003119,S,,FK7 1SP
FK7 7SP,10,N,27,25,8,19,0,25,2,280820,693025,S92000003,,S08000019,,S12000030,S13003120,S,,FK7 7SP
FK8 3SP,10,N,4,4,4,0,0,4,0,252299,701125,S92000003,,S08000019,,S12000030,S13003115,S,,FK8 3SP
FK9 4SP,10,N,6,6,6,0,0,6,0,279390,696771,S92000003,,S08000019,,S12000030,S13003117,S,,FK9 4SP
FY1 3SP,10,N,14,14,14,0,0,14,0,331575,436713,E92000001,E19000001,E18000002,,E06000009,E05001646,S,FY1 3SP,
FY1 9SP,10,N,1,1,0,1,0,1,0,330666,436342,E92000001,E19000001,E18000002,,E06000009,E05001659,S,,FY1 9SP
FY2 0SP,10,N,18,18,18,0,0,18,0,331955,438305,E92000001,E19000001,E18000002,,E06000009,E05001649,S,FY2 0SP,
FY2 9SP,10,N,17,17,16,1,0,17,0,330891,438047,E92000001,E19000001,E18000002,,E06000009,E05001662,S,FY2 9SP,
FY3 7SP,10,N,31,31,31,0,0,31,0,333581,437481,E92000001,E19000001,E18000002,E10000017,E07000128,E05009941,S,FY3 7SP,
FY3 9SP,10,N,24,24,22,2,0,24,0,333292,434878,E92000001,E19000001,E18000002,,E06000009,E05001654,S,FY3 9SP,
FY4 1SP,10,N,22,22,22,0,0,22,0,330768,432164,E92000001,E19000001,E18000002,,E06000009,E05001657,S,FY4 1SP,
FY4 4SP,10,N,33,33,33,0,0,33,0,334692,434069,E92000001,E19000001,E18000002,,E06000009,E05001648,S,FY4 4SP,
FY5 1SP,10,N,13,13,13,0,0,13,0,331382,442572,E92000001,E19000001,E18000002,,E06000009,E05001643,S,FY5 1SP,
FY5 2SP,10,N,49,49,49,0,0,49,0,333482,442960,E92000001,E19000001,E18000002,E10000017,E07000128,E05009943,S,FY5 2SP,
FY5 3SP,10,N,14,14,14,0,0,14,0,333553,442320,E92000001,E19000001,E18000002,E10000017,E07000128,E05009943,S,FY5 3SP,
FY6 7SP,10,N,16,16,16,0,0,16,0,334752,439115,E92000001,E19000001,E18000002,E10000017,E07000128,E05009952,S,FY6 7SP,
FY7 6SP,10,N,1,1,1,0,0,1,0,332783,447100,E92000001,E19000001,E18000002,E10000017,E07000128,E05009944,S,,FY7 6SP
FY8 1SP,10,N,6,6,6,0,0,6,0,332502,428798,E92000001,E19000001,E18000002,E10000017,E07000119,E05005193,S,,FY8 1SP
FY8 3SP,10,N,16,16,16,0,0,16,0,333460,429258,E92000001,E19000001,E18000002,E10000017,E07000119,E05005193,S,FY8 3SP,
FY8 9SP,10,N,1,1,0,1,0,1,0,331932,428660,E92000001,E19000001,E18000002,E10000017,E07000119,E05005187,S,,FY8 9SP
GL1 4SP,10,N,55,55,53,2,0,55,0,383912,217515,E92000001,E19000002,E18000010,E10000013,E07000081,E05010953,S,GL1 4SP,
GL1 9SP,10,N,1,1,0,1,0,1,0,382736,218432,E92000001,E19000002,E18000010,E10000013,E07000081,E05010967,L,,GL1 9SP
GL103SP,10,N,21,21,21,0,0,21,0,378856,206836,E92000001,E19000002,E18000010,E10000013,E07000082,E05013195,S,GL103SP,
GL115SP,10,N,13,13,13,0,0,13,0,379276,198316,E92000001,E19000002,E18000010,E10000013,E07000082,E05010975,S,GL115SP,
GL128SP,10,N,9,9,6,3,0,9,0,372887,192595,E92000001,E19000002,E18000010,E10000013,E07000082,E05010978,S,,GL128SP
GL139SP,10,N,7,7,7,0,0,7,0,368938,201638,E92000001,E19000002,E18000010,E10000013,E07000082,E05010969,S,,GL139SP
GL142SP,10,N,4,4,3,1,0,4,0,365637,214188,E92000001,E19000002,E18000010,E10000013,E07000080,E05012159,S,,GL142SP
GL154SP,10,N,26,26,26,0,0,26,0,364025,207314,E92000001,E19000002,E18000010,E10000013,E07000080,E05012172,S,GL154SP,
GL155SP,10,N,25,25,25,0,0,25,0,363462,204370,E92000001,E19000002,E18000010,E10000013,E07000080,E05012166,S,GL155SP,
GL156SP,10,N,7,7,7,0,0,7,0,354713,203388,E92000001,E19000002,E18000010,E10000013,E07000080,E05012174,S,,GL156SP
GL169SP,10,N,1,1,0,1,0,1,0,357438,210558,E92000001,E19000002,E18000010,E10000013,E07000080,E05012160,S,,GL169SP
GL179SP,10,N,6,6,6,0,0,6,0,360661,215730,E92000001,E19000002,E18000010,E10000013,E07000080,E05012164,S,,GL179SP
GL181SP,10,N,19,19,19,0,0,19,0,372303,225694,E92000001,E19000002,E18000010,E10000013,E07000080,E05012169,S,GL181SP,
GL193SP,10,N,7,7,7,0,0,7,0,379297,228702,E92000001,E19000002,E18000010,E10000013,E07000080,E05012162,S,,GL193SP
GL2 0SP,10,N,12,12,12,0,0,12,0,384978,218461,E92000001,E19000002,E18000010,E10000013,E07000081,E05010955,S,GL2 0SP,
GL2 3SP,10,N,5,5,4,1,0,5,0,376495,214809,E92000001,E19000002,E18000010,E10000013,E07000082,E05013190,S,,GL2 3SP
GL2 4SP,10,N,40,40,40,0,0,40,0,379876,212991,E92000001,E19000002,E18000010,E10000013,E07000082,E05013190,S,GL2 4SP,
GL205SP,10,N,11,11,11,0,0,11,0,388895,232367,E92000001,E19000002,E18000010,E10000013,E07000083,E05012082,S,,GL205SP
GL207SP,10,N,23,19,16,7,0,19,4,390360,231283,E92000001,E19000002,E18000010,E10000013,E07000083,E05012080,S,GL207SP,
GL208SP,10,N,2,2,2,0,0,2,0,391861,234388,E92000001,E19000002,E18000010,E10000013,E07000083,E05012076,S,,GL208SP
GL209SP,10,N,1,1,0,1,0,1,0,388788,232052,E92000001,E19000002,E18000010,E10000013,E07000083,E05012082,S,,GL209SP
GL3 2SP,10,N,17,17,17,0,0,17,0,386869,220500,E92000001,E19000002,E18000010,E10000013,E07000083,E05012068,S,GL3 2SP,
GL3 3SP,10,N,69,69,69,0,0,69,0,388019,217249,E92000001,E19000002,E18000010,E10000013,E07000083,E05012067,S,GL3 3SP,
GL3 4SP,10,N,5,5,4,1,0,5,0,390726,215477,E92000001,E19000002,E18000010,E10000013,E07000083,E05012064,S,,GL3 4SP
GL4 0SP,10,N,14,14,14,0,0,14,0,382218,214420,E92000001,E19000002,E18000010,E10000013,E07000081,E05010956,S,GL4 0SP,
GL4 4SP,10,N,8,8,8,0,0,8,0,384758,216912,E92000001,E19000002,E18000010,E10000013,E07000081,E05010954,S,,GL4 4SP
GL4 6SP,10,N,8,8,8,0,0,8,0,384267,215886,E92000001,E19000002,E18000010,E10000013,E07000081,E05010961,S,,GL4 6SP
GL5 1SP,10,N,10,10,10,0,0,10,0,385464,205783,E92000001,E19000002,E18000010,E10000013,E07000082,E05010990,S,,GL5 1SP
GL5 2SP,10,N,7,7,7,0,0,7,0,386328,202156,E92000001,E19000002,E18000010,E10000013,E07000082,E05013198,S,,GL5 2SP
GL5 3SP,10,N,4,4,4,0,0,4,0,384550,204582,E92000001,E19000002,E18000010,E10000013,E07000082,E05013194,S,,GL5 3SP
GL5 4SP,10,N,18,18,11,7,0,18,0,382911,204723,E92000001,E19000002,E18000010,E10000013,E07000082,E05013212,S,,GL5 4SP
GL501SP,10,N,1,1,0,1,0,1,0,394489,222014,E92000001,E19000002,E18000010,E10000013,E07000078,E05004295,S,,GL501SP
GL502SP,10,N,7,7,7,0,0,7,0,394151,220820,E92000001,E19000002,E18000010,E10000013,E07000078,E05004298,S,,GL502SP
GL503SP,10,N,24,24,24,0,0,24,0,394426,222503,E92000001,E19000002,E18000010,E10000013,E07000078,E05004295,S,GL503SP,
GL504SP,10,N,60,60,60,0,0,60,0,394008,224142,E92000001,E19000002,E18000010,E10000013,E07000078,E05004305,S,GL504SP,
GL509SP,10,N,1,1,0,1,0,1,0,394722,222290,E92000001,E19000002,E18000010,E10000013,E07000078,E05004295,S,,GL509SP
GL510SP,10,N,19,19,18,1,0,19,0,390439,223177,E92000001,E19000002,E18000010,E10000013,E07000083,E05012078,S,GL510SP,
GL514SP,10,N,22,22,22,0,0,22,0,391700,218329,E92000001,E19000002,E18000010,E10000013,E07000083,E05012079,S,GL514SP,
GL516SP,10,N,33,26,8,25,0,26,7,389161,221417,E92000001,E19000002,E18000010,E10000013,E07000083,E05012068,S,,GL516SP
GL519SP,10,N,7,7,7,0,0,7,0,391617,224699,E92000001,E19000002,E18000010,E10000013,E07000083,E05012078,S,,GL519SP
GL522SP,10,N,24,24,24,0,0,24,0,395340,222166,E92000001,E19000002,E18000010,E10000013,E07000078,E05004288,S,GL522SP,
GL526SP,10,N,5,5,5,0,0,5,0,395894,221735,E92000001,E19000002,E18000010,E10000013,E07000078,E05004289,S,,GL526SP
GL527SP,10,N,5,5,5,0,0,5,0,392387,228355,E92000001,E19000002,E18000010,E10000013,E07000083,E05012077,S,,GL527SP
GL528SP,10,N,23,23,23,0,0,23,0,395342,227627,E92000001,E19000002,E18000010,E10000013,E07000083,E05012072,S,GL528SP,
GL545SP,10,N,37,37,37,0,0,37,0,403310,222518,E92000001,E19000002,E18000010,E10000013,E07000079,E05010716,S,GL545SP,
GL556SP,10,N,5,5,5,0,0,5,0,416381,244193,E92000001,E19000002,E18000010,E10000013,E07000079,E05010700,S,,GL556SP
GL560SP,10,N,5,5,4,1,0,5,0,426715,228977,E92000001,E19000001,E18000005,E10000031,E07000221,E05010185,S,,GL560SP
GL6 0SP,10,N,44,44,44,0,0,44,0,384094,199284,E92000001,E19000002,E18000010,E10000013,E07000082,E05013193,S,GL6 0SP,
GL6 1SP,10,N,1,1,0,1,0,1,0,382946,204537,E92000001,E19000002,E18000010,E10000013,E07000082,E05013212,S,,GL6 1SP
GL6 6SP,10,N,1,1,1,0,0,1,0,387362,210482,E92000001,E19000002,E18000010,E10000013,E07000082,E05010981,S,,GL6 6SP
GL7 1SP,10,N,28,28,28,0,0,28,0,401906,200877,E92000001,E19000002,E18000010,E10000013,E07000079,E05010702,S,GL7 1SP,
GL7 5SP,10,N,16,16,16,0,0,16,0,408662,202109,E92000001,E19000002,E18000010,E10000013,E07000079,E05010724,S,GL7 5SP,
GL7 9SP,10,N,1,1,0,1,0,1,0,402446,201481,E92000001,E19000002,E18000010,E10000013,E07000079,E05010727,S,,GL7 9SP
GL8 8SP,10,N,7,7,7,0,0,7,0,392554,199767,E92000001,E19000002,E18000010,E10000013,E07000079,E05010708,S,,GL8 8SP
GU1 1SP,10,N,22,22,22,0,0,22,0,500682,150391,E92000001,E19000002,E18000008,E10000030,E07000209,E05007290,S,GU1 1SP,
GU1 2SP,10,N,42,42,42,0,0,42,0,501654,150133,E92000001,E19000002,E18000008,E10000030,E07000209,E05007290,S,GU1 2SP,
GU1 3SP,10,N,13,13,13,0,0,13,0,500364,149100,E92000001,E19000002,E18000008,E10000030,E07000209,E05007294,S,GU1 3SP,
GU1 9SP,10,N,1,1,0,1,0,1,0,499486,149073,E92000001,E19000002,E18000008,E10000030,E07000209,E05007293,S,,GU1 9SP
GU113SP,10,N,5,5,5,0,0,5,0,487140,149590,E92000001,E19000002,E18000009,E10000014,E07000092,E05008995,S,,GU113SP
GU124SP,10,N,6,6,6,0,0,6,0,487618,150481,E92000001,E19000002,E18000009,E10000014,E07000092,E05008996,S,,GU124SP
GU125SP,10,N,46,46,46,0,0,46,0,488842,153239,E92000001,E19000002,E18000008,E10000030,E07000209,E05007287,S,GU125SP,
GU126SP,10,N,22,22,22,0,0,22,0,489208,151143,E92000001,E19000002,E18000008,E10000030,E07000209,E05007288,S,GU126SP,
GU144SP,10,N,1,1,0,1,0,1,0,486959,155050,E92000001,E19000002,E18000009,E10000014,E07000092,E05008992,S,,GU144SP
GU146SP,10,N,4,4,4,0,0,4,0,487447,154581,E92000001,E19000002,E18000009,E10000014,E07000092,E05008994,S,,GU146SP
GU147SP,10,N,1,1,0,1,0,1,0,486841,155432,E92000001,E19000002,E18000009,E10000014,E07000092,E05008992,L,,GU147SP
GU148SP,10,N,48,48,48,0,0,48,0,485843,156858,E92000001,E19000002,E18000009,E10000014,E07000092,E05009001,S,GU148SP,
GU149SP,10,N,9,9,9,0,0,9,0,484157,155793,E92000001,E19000002,E18000009,E10000014,E07000092,E05008998,S,,GU149SP
GU151SP,10,N,37,37,37,0,0,37,0,490594,160443,E92000001,E19000002,E18000008,E10000030,E07000214,E05012030,S,GU151SP,
GU152SP,10,N,62,62,62,0,0,62,0,487037,159357,E92000001,E19000002,E18000008,E10000030,E07000214,E05012038,S,GU152SP,
GU153SP,10,N,28,28,5,23,0,28,0,487473,160555,E92000001,E19000002,E18000008,E10000030,E07000214,E05012037,S,,GU153SP
GU159SP,10,N,1,1,0,1,0,1,0,487644,160792,E92000001,E19000002,E18000008,E10000030,E07000214,E05012037,S,,GU159SP
GU168SP,10,N,16,16,16,0,0,16,0,488480,158904,E92000001,E19000002,E18000008,E10000030,E07000214,E05012034,S,GU168SP,
GU185SP,10,N,15,15,15,0,0,15,0,493705,161826,E92000001,E19000002,E18000008,E10000030,E07000214,E05012027,S,GU185SP,
GU2 7SP,10,N,22,22,22,0,0,22,0,498023,149583,E92000001,E19000002,E18000008,E10000030,E07000209,E05007298,S,GU2 7SP,
GU2 9SP,10,N,18,18,18,0,0,18,0,497713,151609,E92000001,E19000002,E18000008,E10000030,E07000209,E05007306,S,GU2 9SP,
GU212SP,10,N,1,1,0,1,0,1,0,496304,158366,E92000001,E19000002,E18000008,E10000030,E07000217,E05010801,S,,GU212SP
GU215SP,10,N,12,12,12,0,0,12,0,501965,160646,E92000001,E19000002,E18000008,E10000030,E07000217,E05010796,S,GU215SP,
GU218SP,10,N,11,11,8,3,0,11,0,497903,158099,E92000001,E19000002,E18000008,E10000030,E07000217,E05010804,S,,GU218SP
GU220SP,10,N,25,25,25,0,0,25,0,499160,155294,E92000001,E19000002,E18000008,E10000030,E07000217,E05010798,S,GU220SP,
GU222SP,10,N,1,1,0,1,0,1,0,500528,158974,E92000001,E19000002,E18000008,E10000030,E07000217,E05010796,S,,GU222SP
GU227SP,10,N,12,12,12,0,0,12,0,500321,158224,E92000001,E19000002,E18000008,E10000030,E07000217,E05010802,S,GU227SP,
GU228SP,10,N,20,19,18,2,0,19,1,503869,159512,E92000001,E19000002,E18000008,E10000030,E07000217,E05010803,S,GU228SP,
GU248SP,10,N,1,1,0,1,0,1,0,496069,163026,E92000001,E19000002,E18000008,E10000030,E07000214,E05012039,L,,GU248SP
GU249SP,10,N,11,11,11,0,0,11,0,495025,159522,E92000001,E19000002,E18000008,E10000030,E07000214,E05012027,S,,GU249SP
GU254SP,10,N,23,23,23,0,0,23,0,500306,168400,E92000001,E19000002,E18000008,E10000030,E07000212,E05012899,S,GU254SP,
GU266SP,10,N,18,18,18,0,0,18,0,488372,135725,E92000001,E19000002,E18000008,E10000030,E07000216,E05007436,S,GU266SP,
GU271SP,10,N,7,7,7,0,0,7,0,490498,133557,E92000001,E19000002,E18000008,E10000030,E07000216,E05007435,S,,GU271SP
GU273SP,10,N,2,2,2,0,0,2,0,488921,131674,E92000001,E19000002,E18000008,E10000032,E07000225,E05011672,S,,GU273SP
GU307SP,10,N,17,17,16,1,0,17,0,483885,132983,E92000001,E19000002,E18000009,E10000014,E07000085,E05012299,S,GU307SP,
GU314SP,10,N,16,16,16,0,0,16,0,475206,124017,E92000001,E19000002,E18000009,E10000014,E07000085,E05012315,S,GU314SP,
