,Postcode 1,Postcode 2,Postcode 3,Date Introduced,User Type,Easting,Northing,Positional Quality,County Code,County Name,Local Authority Code,Local Authority Name,Ward Code,Ward Name,Country Code,Country Name,Region Code,Region Name,Parliamentary Constituency Code,Parliamentary Constituency Name,European Electoral Region Code,European Electoral Region Name,Primary Care Trust Code,Primary Care Trust Name,Lower Super Output Area Code,Lower Super Output Area Name,Middle Super Output Area Code,Middle Super Output Area Name,Output Area Classification Code,Output Area Classification Name,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,post
560142,SP8 5NN,SP8  5NN,SP8 5NN,Jan-80,0,378969,127770,1,E10000009,Dorset,E07000050,North Dorset,E05010004,Gillingham Town,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020450,,E02004256,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-2.301399,51.048889,Postcode Level,04/01/2018,"(51.048889, -2.301399)",1468240,sp85nn
560296,SP119TP,SP11 9TP,SP11 9TP,Mar-04,0,426313,150423,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008368,Ludgershall and Perham Down,E92000001,England,E12000009,South West,E14000665,Devizes,E15000009,South West,E16000140,Wiltshire,E01031878,,E02006643,,8D2,Hard-pressed living;Migration and churn;Hard-pressed ethnic mix,-1.624353,51.252372,Postcode Level,04/01/2018,"(51.252372, -1.624353)",1462966,sp119tp
560420,SP101EZ,SP10 1EZ,SP10 1EZ,Jan-80,0,436600,145667,1,E10000014,Hampshire,E07000093,Test Valley,E05004648,St Mary's,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023202,,E02004816,,2C1,Cosmopolitans;Comfortable cosmopolitan;Migrant families,-1.477444,51.209043,Postcode Level,04/01/2018,"(51.209043, -1.477444)",1460835,sp101ez
560619,SP4 9DD,SP4  9DD,SP4 9DD,Jan-80,0,416623,144079,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008337,"Bulford, Allington and Figheldean",E92000001,England,E12000009,South West,E14000665,Devizes,E15000009,South West,E16000140,Wiltshire,E01031989,,E02006662,,8A1,Hard-pressed living;Industrious communities;Industrious transitions,-1.763477,51.195686,Postcode Level,04/01/2018,"(51.195686, -1.763477)",1465396,sp49dd
561071,SP2 0PW,SP2  0PW,SP2 0PW,Jan-80,0,408466,135723,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008419,Wilton and Lower Wylye Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032013,,E02006664,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.880417,51.120732,Postcode Level,04/01/2018,"(51.120732, -1.880417)",1463143,sp20pw
561239,SP103PD,SP10 3PD,SP10 3PD,Jan-80,0,434889,146073,1,E10000014,Hampshire,E07000093,Test Valley,E05004641,Harroway,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023179,,E02004817,,8C3,Hard-pressed living;Hard pressed ageing workers;Renting hard-pressed workers,-1.501897,51.212801,Postcode Level,04/01/2018,"(51.212801, -1.501897)",1461349,sp103pd
561333,SP5 4BP,SP5  4BP,SP5 4BP,Jan-80,0,406734,125383,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008363,Fovant and Chalke Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031990,,E02006669,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.905353,51.027776,Postcode Level,04/01/2018,"(51.027776, -1.905353)",1466243,sp54bp
561559,SP7 8FP,SP7  8FP,SP7 8FP,Jun-10,0,387616,122531,1,E10000009,Dorset,E07000050,North Dorset,E05010010,Shaftesbury East,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020455,,E02004257,,1C2,Rural residents;Ageing rural dwellers;Renting rural retirement,-2.177864,51.002032,Postcode Level,04/01/2018,"(51.002032, -2.177864)",1467431,sp78fp
561612,SP8 4LF,SP8  4LF,SP8 4LF,Jan-80,0,381711,126097,1,E10000009,Dorset,E07000050,North Dorset,E05010008,Motcombe & Bourton,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01033156,,E02004256,,6B2,Suburbanites;Semi-detached suburbia;White suburban communities,-2.262198,51.03394,Postcode Level,04/01/2018,"(51.03394, -2.262198)",1467932,sp84lf
561929,SP3 5ES,SP3  5ES,SP3 5ES,Jan-80,0,402126,131682,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008380,Nadder and East Knoyle,E92000001,England,E12000009,South West,E14000954,South West Wiltshire,E15000009,South West,E16000140,Wiltshire,E01032004,,E02006669,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.971025,51.084452,Postcode Level,04/01/2018,"(51.084452, -1.971025)",1464135,sp35es
562079,SP103UD,SP10 3UD,SP10 3UD,Feb-90,0,435065,145429,1,E10000014,Hampshire,E07000093,Test Valley,E05004643,Millway,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023186,,E02004818,,5A1,Urbanites;Urban professionals and families;White professionals,-1.49944,51.206999,Postcode Level,04/01/2018,"(51.206999, -1.49944)",1461441,sp103ud
562177,SP1 2TJ,SP1  2TJ,SP1 2TJ,Jan-91,0,415701,129197,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008392,Salisbury St Martin's and Cathedral,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032021,,E02006671,,5A3,Urbanites;Urban professionals and families;Families in terraces and flats,-1.777317,51.061893,Postcode Level,04/01/2018,"(51.061893, -1.777317)",1460465,sp12tj
562308,SP8 5DH,SP8  5DH,SP8 5DH,Jan-80,0,377288,130750,1,E10000009,Dorset,E07000050,North Dorset,E05010008,Motcombe & Bourton,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020440,,E02004256,,1B3,Rural residents;Rural tenants;Ageing rural flat tenants,-2.325568,51.075621,Postcode Level,04/01/2018,"(51.075621, -2.325568)",1468136,sp85dh
562401,SP4 7PB,SP4  7PB,SP4 7PB,Jan-80,0,416270,141314,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008329,Amesbury East,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031978,,E02006663,,5A1,Urbanites;Urban professionals and families;White professionals,-1.768664,51.170839,Postcode Level,04/01/2018,"(51.170839, -1.768664)",1465046,sp47pb
562412,SP7 9HU,SP7  9HU,SP7 9HU,Jan-80,0,385154,126924,1,E10000009,Dorset,E07000050,North Dorset,E05010008,Motcombe & Bourton,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01033158,,E02004256,,1A2,Rural residents;Farming communities;Established farming communities,-2.213131,51.041476,Postcode Level,04/01/2018,"(51.041476, -2.213131)",1467685,sp79hu
562453,SP118EP,SP11 8EP,SP11 8EP,Jan-80,0,429165,146576,1,E10000014,Hampshire,E07000093,Test Valley,E05004646,Penton Bellinger,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023198,,E02004820,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.583801,51.217643,Postcode Level,04/01/2018,"(51.217643, -1.583801)",1462608,sp118ep
562489,SP105HE,SP10 5HE,SP10 5HE,Jan-80,0,437556,146700,1,E10000014,Hampshire,E07000093,Test Valley,E05004648,St Mary's,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023201,,E02004816,,8D2,Hard-pressed living;Migration and churn;Hard-pressed ethnic mix,-1.463651,51.21827,Postcode Level,04/01/2018,"(51.21827, -1.463651)",1461657,sp105he
562590,SP5 5JW,SP5  5JW,SP5 5JW,Jan-80,0,398630,124276,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008363,Fovant and Chalke Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031990,,E02006669,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-2.020906,51.017858,Postcode Level,04/01/2018,"(51.017858, -2.020906)",1466459,sp55jw
562733,SP101QF,SP10 1QF,SP10 1QF,Jan-80,0,437914,145966,1,E10000014,Hampshire,E07000093,Test Valley,E05004648,St Mary's,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023201,,E02004816,,8A1,Hard-pressed living;Industrious communities;Industrious transitions,-1.458603,51.211646,Postcode Level,04/01/2018,"(51.211646, -1.458603)",1460927,sp101qf
562852,SP102LH,SP10 2LH,SP10 2LH,Jan-80,0,435332,145027,1,E10000014,Hampshire,E07000093,Test Valley,E05004643,Millway,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023187,,E02004819,,6B3,Suburbanites;Semi-detached suburbia;Semi-detached ageing,-1.495658,51.203368,Postcode Level,04/01/2018,"(51.203368, -1.495658)",1461081,sp102lh
563230,SP104EU,SP10 4EU,SP10 4EU,Aug-10,0,436555,146694,1,E10000014,Hampshire,E07000093,Test Valley,E05004629,Alamein,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023153,,E02004815,,8D3,Hard-pressed living;Migration and churn;Hard-Pressed European Settlers,-1.477984,51.21828,Postcode Level,04/01/2018,"(51.21828, -1.477984)",1461553,sp104eu
563348,SP117NY,SP11 7NY,SP11 7NY,Jan-80,0,433811,142163,1,E10000014,Hampshire,E07000093,Test Valley,E05004632,Anna,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023160,,E02004821,,1C1,Rural residents;Ageing rural dwellers;Rural employment and retirees,-1.517697,51.177708,Postcode Level,04/01/2018,"(51.177708, -1.517697)",1462478,sp117ny
563467,SP4 8ET,SP4  8ET,SP4 8ET,Jan-83,0,416320,144341,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008361,Durrington and Larkhill,E92000001,England,E12000009,South West,E14000665,Devizes,E15000009,South West,E16000140,Wiltshire,E01031997,,E02006662,,5A1,Urbanites;Urban professionals and families;White professionals,-1.767813,51.198056,Postcode Level,04/01/2018,"(51.198056, -1.767813)",1465245,sp48et
564046,SP1 1HE,SP1  1HE,SP1 1HE,Jan-80,0,414610,130012,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008389,Salisbury St Edmund and Milford,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032022,,E02006673,,2C1,Cosmopolitans;Comfortable cosmopolitan;Migrant families,-1.792862,51.069256,Postcode Level,04/01/2018,"(51.069256, -1.792862)",1460151,sp11he
564154,SP1 3YU,SP1  3YU,SP1 3YU,Jan-80,0,416071,132067,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008391,Salisbury St Mark's and Bishopdown,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031985,,E02006666,,8C1,Hard-pressed living;Hard pressed ageing workers;Ageing industrious workers,-1.77192,51.087696,Postcode Level,04/01/2018,"(51.087696, -1.77192)",1460783,sp13yu
564162,SP1 1PG,SP1  1PG,SP1 1PG,Jan-80,0,415878,130191,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008367,"Laverstock, Ford and Old Sarum",E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032012,,E02006672,,6A3,Suburbanites;Suburban achievers;Detached retirement living,-1.774758,51.070832,Postcode Level,04/01/2018,"(51.070832, -1.774758)",1460214,sp11pg
564454,SP2 0FT,SP2  0FT,SP2 0FT,Jun-15,0,410406,131481,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008419,Wilton and Lower Wylye Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032039,,E02006669,,5A3,Urbanites;Urban professionals and families;Families in terraces and flats,-1.85282,51.082556,Postcode Level,04/01/2018,"(51.082556, -1.85282)",1463054,sp20ft
564927,SP5 2DW,SP5  2DW,SP5 2DW,Jan-80,0,426099,117739,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008384,Redlynch and Landford,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031973,,E02006677,,1A2,Rural residents;Farming communities;Established farming communities,-1.629763,50.958484,Postcode Level,04/01/2018,"(50.958484, -1.629763)",1465801,sp52dw
565079,SP7 9AT,SP7  9AT,SP7 9AT,Jan-80,0,389439,126937,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008380,Nadder and East Knoyle,E92000001,England,E12000009,South West,E14000954,South West Wiltshire,E15000009,South West,E16000140,Wiltshire,E01032010,,E02006665,,1A3,Rural residents;Farming communities;Agricultural communities,-2.152013,51.041689,Postcode Level,04/01/2018,"(51.041689, -2.152013)",1467608,sp79at
565124,SP103PB,SP10 3PB,SP10 3PB,Oct-02,0,434758,145204,1,E10000014,Hampshire,E07000093,Test Valley,E05004643,Millway,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023186,,E02004818,,5A2,Urbanites;Urban professionals and families;Multi-ethnic professionals with families,-1.503856,51.204995,Postcode Level,04/01/2018,"(51.204995, -1.503856)",1461348,sp103pb
565147,SP5 3WZ,SP5  3WZ,SP5 3WZ,Apr-06,1,413857,130232,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008393,Salisbury St Paul's,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032024,,E02006670,,5A3,Urbanites;Urban professionals and families;Families in terraces and flats,-1.803601,51.071252,Postcode Level,04/01/2018,"(51.071252, -1.803601)",1466216,sp53wz
565703,SP2 9BW,SP2  9BW,SP2 9BW,Jan-80,0,412719,131130,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008387,Salisbury Fisherton and Bemerton Village,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032025,,E02006668,,8C1,Hard-pressed living;Hard pressed ageing workers;Ageing industrious workers,-1.819811,51.079353,Postcode Level,04/01/2018,"(51.079353, -1.819811)",1463710,sp29bw
565873,SP1 3PH,SP1  3PH,SP1 3PH,Jan-80,0,414509,131334,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008390,Salisbury St Francis and Stratford,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032019,,E02006668,,6A4,Suburbanites;Suburban achievers;Ageing in suburbia,-1.794251,51.081146,Postcode Level,04/01/2018,"(51.081146, -1.794251)",1460668,sp13ph
565924,SP2 8PX,SP2  8PX,SP2 8PX,Jan-80,0,410536,129916,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008363,Fovant and Chalke Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01032000,,E02006672,,5A1,Urbanites;Urban professionals and families;White professionals,-1.851009,51.068481,Postcode Level,04/01/2018,"(51.068481, -1.851009)",1463649,sp28px
566083,SP5 4BA,SP5  4BA,SP5 4BA,Jan-80,1,408736,126316,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008363,Fovant and Chalke Valley,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031990,,E02006669,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.876784,51.036139,Postcode Level,04/01/2018,"(51.036139, -1.876784)",1466237,sp54ba
566237,SP4 7RQ,SP4  7RQ,SP4 7RQ,Sep-91,0,416050,140820,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008330,Amesbury West,E92000001,England,E12000009,South West,E14000912,Salisbury,E15000009,South West,E16000140,Wiltshire,E01031979,,E02006663,,8A1,Hard-pressed living;Industrious communities;Industrious transitions,-1.771833,51.166403,Postcode Level,04/01/2018,"(51.166403, -1.771833)",1465096,sp47rq
566463,SP7 8BG,SP7  8BG,SP7 8BG,Jan-80,0,385970,122760,1,E10000009,Dorset,E07000050,North Dorset,E05010011,Shaftesbury West,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020454,,E02004257,,5B2,Urbanites;Ageing urban living;Communal retirement,-2.20133,51.004053,Postcode Level,04/01/2018,"(51.004053, -2.20133)",1467368,sp78bg
566581,SP101NW,SP10 1NW,SP10 1NW,Jan-80,1,436495,145476,1,E10000014,Hampshire,E07000093,Test Valley,E05004648,St Mary's,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023202,,E02004816,,2C1,Cosmopolitans;Comfortable cosmopolitan;Migrant families,-1.478966,51.207333,Postcode Level,04/01/2018,"(51.207333, -1.478966)",1460904,sp101nw
566662,SP8 4TT,SP8  4TT,SP8 4TT,Sep-91,0,380738,127614,1,E10000009,Dorset,E07000050,North Dorset,E05010004,Gillingham Town,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020450,,E02004256,,6B2,Suburbanites;Semi-detached suburbia;White suburban communities,-2.276155,51.047549,Postcode Level,04/01/2018,"(51.047549, -2.276155)",1468056,sp84tt
566706,SP8 4UZ,SP8  4UZ,SP8 4UZ,Jan-93,0,381338,126092,1,E10000009,Dorset,E07000050,North Dorset,E05010004,Gillingham Town,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020443,,E02004255,,7A1,Constrained city dwellers;Challenged diversity;Transitional Eastern European neighbourhood,-2.267517,51.033883,Postcode Level,04/01/2018,"(51.033883, -2.267517)",1468076,sp84uz
566910,SP6 2UZ,SP6  2UZ,SP6 2UZ,Mar-16,1,414924,114376,1,E10000014,Hampshire,E07000091,New Forest,E05008933,Fordingbridge,E92000001,England,E12000008,South East,E14000828,New Forest West,E15000008,South East,E16000133,Hampshire,E01023022,,E02004779,,5B2,Urbanites;Ageing urban living;Communal retirement,-1.789019,50.928646,Postcode Level,04/01/2018,"(50.928646, -1.789019)",1466960,sp62uz
567007,SP7 9NT,SP7  9NT,SP7 9NT,Jan-80,0,384933,125202,1,E10000009,Dorset,E07000050,North Dorset,E05010008,Motcombe & Bourton,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01033158,,E02004256,,1C1,Rural residents;Ageing rural dwellers;Rural employment and retirees,-2.216212,51.025986,Postcode Level,04/01/2018,"(51.025986, -2.216212)",1467740,sp79nt
567664,SP3 5QA,SP3  5QA,SP3 5QA,Jan-80,0,395154,126624,1,E99999999,(pseudo) England (UA/MD/LB),E06000054,Wiltshire,E05008363,Fovant and Chalke Valley,E92000001,England,E12000009,South West,E14000954,South West Wiltshire,E15000009,South West,E16000140,Wiltshire,E01032029,,E02006676,,1A3,Rural residents;Farming communities;Agricultural communities,-2.070493,51.038952,Postcode Level,04/01/2018,"(51.038952, -2.070493)",1464230,sp35qa
568675,SP8 5NQ,SP8  5NQ,SP8 5NQ,Jun-99,0,377377,125493,1,E10000009,Dorset,E07000050,North Dorset,E05010003,Gillingham Rural,E92000001,England,E12000009,South West,E14000839,North Dorset,E15000009,South West,E16000142,Dorset,E01020440,,E02004256,,1A3,Rural residents;Farming communities;Agricultural communities,-2.323963,51.028347,Postcode Level,04/01/2018,"(51.028347, -2.323963)",1468242,sp85nq
568702,SP102QE,SP10 2QE,SP10 2QE,Jan-80,0,437263,145462,1,E10000014,Hampshire,E07000093,Test Valley,E05004651,Winton,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023219,,E02004816,,7A2,Constrained city dwellers;Challenged diversity;Hampered aspiration,-1.467975,51.207157,Postcode Level,04/01/2018,"(51.207157, -1.467975)",1461126,sp102qe
568840,SP110HT,SP11 0HT,SP11 0HT,Jan-80,0,434437,150231,1,E10000014,Hampshire,E07000093,Test Valley,E05004634,Bourne Valley,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023165,,E02004814,,1A2,Rural residents;Farming communities;Established farming communities,-1.507969,51.250215,Postcode Level,04/01/2018,"(51.250215, -1.507969)",1461864,sp110ht
568857,SP118AF,SP11 8AF,SP11 8AF,Jan-80,0,430756,144520,1,E10000014,Hampshire,E07000093,Test Valley,E05004631,Amport,E92000001,England,E12000008,South East,E14000857,North West Hampshire,E15000008,South East,E16000133,Hampshire,E01023159,,E02004820,,1B2,Rural residents;Rural tenants;Rural white-collar workers,-1.561197,51.199073,Postcode Level,04/01/2018,"(51.199073, -1.561197)",1462548,sp118af
