PC,PQ,PR,TP,DQ,RP,BP,PD,MP,UM,EA,NO,CY,RH,LH,CC,DC,WC,LS
SP1 3HQ,10,N,25,25,25,0,0,25,0,415576,131344,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3HR,10,N,36,36,36,0,0,36,0,415677,131874,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3HS,10,N,36,36,36,0,0,36,0,415641,131830,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3HT,10,N,12,12,12,0,0,12,0,415638,131640,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3HU,10,N,28,28,28,0,0,28,0,415592,131614,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3HX,10,N,27,27,27,0,0,27,0,415641,131696,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3HY,10,N,12,12,12,0,0,12,0,415561,131518,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3HZ,10,N,35,35,35,0,0,35,0,415481,131445,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3JA,10,N,10,10,10,0,0,10,0,415487,131403,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3JB,10,N,24,24,23,1,0,24,0,415400,131397,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3JD,10,N,27,27,24,3,0,27,0,415378,131559,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3JF,10,N,19,19,19,0,0,19,0,415661,131937,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3JG,10,N,14,14,14,0,0,14,0,415754,131901,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3JH,10,N,12,12,11,1,0,12,0,414212,131143,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3JJ,10,N,1,1,0,1,0,1,0,414163,131173,E92000001,E19000002,E18000010,,E06000054,E05008390,L
SP1 3JL,10,N,23,23,23,0,0,23,0,414030,131382,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3JN,10,N,16,16,13,3,0,16,0,413987,131493,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3JP,10,N,16,16,14,2,0,16,0,413913,131595,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3JQ,10,N,36,36,36,0,0,36,0,415531,131938,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3JR,10,N,49,49,49,0,0,49,0,413921,131662,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3JS,10,N,32,32,32,0,0,32,0,413841,131611,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3JT,10,N,14,14,14,0,0,14,0,413736,131709,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3JU,10,N,28,28,28,0,0,28,0,413791,131609,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3JW,10,N,12,12,12,0,0,12,0,413890,131516,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3JX,10,N,4,4,4,0,0,4,0,413696,131672,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3JY,10,N,36,36,36,0,0,36,0,413754,131542,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3JZ,10,N,32,32,32,0,0,32,0,413624,131716,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3LA,10,N,29,29,29,0,0,29,0,413656,131802,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3LB,10,N,15,15,15,0,0,15,0,413575,131841,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3LD,10,N,6,6,6,0,0,6,0,413713,131935,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3LE,10,N,2,2,2,0,0,2,0,413394,132062,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3LF,10,N,9,9,9,0,0,9,0,413475,131802,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3LG,10,N,19,19,19,0,0,19,0,413356,132068,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3LH,10,N,11,11,11,0,0,11,0,413291,132228,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3LJ,10,N,10,10,9,1,0,10,0,413119,132249,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3LL,10,N,11,11,10,1,0,11,0,413093,132443,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3LN,10,N,32,32,32,0,0,32,0,413986,131374,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3LP,10,N,5,5,5,0,0,5,0,413205,132294,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3LQ,10,N,18,18,18,0,0,18,0,413433,131915,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3LR,10,N,37,37,37,0,0,37,0,413817,131441,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3LS,10,N,21,21,21,0,0,21,0,413856,131407,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3LT,10,N,25,25,24,1,0,25,0,414250,130709,E92000001,E19000002,E18000010,,E06000054,E05008393,S
SP1 3LU,10,N,19,19,19,0,0,19,0,414194,130843,E92000001,E19000002,E18000010,,E06000054,E05008393,S
SP1 3LW,10,N,17,17,17,0,0,17,0,413285,132107,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3LX,10,N,19,19,19,0,0,19,0,414056,131450,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3LY,10,N,26,26,26,0,0,26,0,414224,130859,E92000001,E19000002,E18000010,,E06000054,E05008393,S
SP1 3LZ,10,N,6,6,6,0,0,6,0,414144,130972,E92000001,E19000002,E18000010,,E06000054,E05008393,S
SP1 3NA,10,N,13,13,13,0,0,13,0,414093,130963,E92000001,E19000002,E18000010,,E06000054,E05008393,S
SP1 3NB,10,N,36,36,36,0,0,36,0,414175,131015,E92000001,E19000002,E18000010,,E06000054,E05008393,S
SP1 3ND,10,N,16,16,16,0,0,16,0,414220,130962,E92000001,E19000002,E18000010,,E06000054,E05008393,S
SP1 3NE,10,N,1,1,1,0,0,1,0,414344,131050,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3NF,10,N,17,17,17,0,0,17,0,414414,130939,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3NG,10,N,15,15,15,0,0,15,0,414379,130919,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3NH,10,N,33,33,33,0,0,33,0,414515,131245,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3NJ,10,N,2,2,2,0,0,2,0,414402,131144,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3NL,10,N,20,20,20,0,0,20,0,414523,131205,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3NN,10,N,17,17,17,0,0,17,0,414516,131163,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3NP,10,N,34,34,34,0,0,34,0,414142,131488,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3NQ,10,N,15,15,15,0,0,15,0,414377,130837,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3NR,10,N,1,1,0,1,0,1,0,413860,131042,E92000001,E19000002,E18000010,,E06000054,E05008390,L
SP1 3NS,10,N,8,8,8,0,0,8,0,414167,131497,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3NT,10,N,24,24,24,0,0,24,0,414090,131607,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3NU,10,N,8,8,8,0,0,8,0,414230,131706,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3NW,10,N,20,20,19,1,0,20,0,414543,131128,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3NX,10,N,40,40,40,0,0,40,0,414127,131597,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3NY,10,N,46,46,46,0,0,46,0,414048,131677,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3PA,10,N,12,12,12,0,0,12,0,414200,131759,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3PB,10,N,30,30,30,0,0,30,0,414091,131670,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3PD,10,N,32,32,32,0,0,32,0,415945,132442,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3PE,10,N,15,15,15,0,0,15,0,415987,132506,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3PF,10,N,26,26,26,0,0,26,0,416007,132382,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3PG,10,N,54,53,54,0,0,53,1,415376,132523,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3PH,10,N,21,21,21,0,0,21,0,414509,131334,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3PJ,10,N,27,27,27,0,0,27,0,414520,131297,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3PL,10,N,23,23,23,0,0,23,0,414415,131406,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3PN,10,N,13,13,12,1,0,13,0,414393,131552,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3PP,10,N,35,35,35,0,0,35,0,414505,131490,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3PQ,10,N,26,26,26,0,0,26,0,415414,132547,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3PR,10,N,37,37,37,0,0,37,0,414536,131386,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3PS,10,N,4,4,4,0,0,4,0,414608,131524,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3PT,10,N,8,8,8,0,0,8,0,414618,131447,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3PU,10,N,16,16,16,0,0,16,0,414689,131511,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3PW,10,N,31,31,31,0,0,31,0,414502,131541,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3PX,10,N,26,26,26,0,0,26,0,414761,131626,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3PY,10,N,21,21,21,0,0,21,0,414669,131693,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3PZ,10,N,36,36,36,0,0,36,0,414722,131875,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3QA,10,N,17,17,17,0,0,17,0,414640,131858,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3QB,10,N,11,11,11,0,0,11,0,414648,131788,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3QD,10,N,26,26,26,0,0,26,0,414602,131730,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3QF,10,N,15,15,15,0,0,15,0,415539,132500,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3QG,10,N,76,76,76,0,0,76,0,415718,132520,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3QH,10,N,30,30,30,0,0,30,0,414477,131758,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3QJ,10,N,27,27,27,0,0,27,0,414591,131914,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3QL,10,N,33,33,33,0,0,33,0,414789,131924,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3QN,10,N,4,4,4,0,0,4,0,414578,131915,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3QP,10,N,30,30,30,0,0,30,0,414430,131778,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3QQ,10,N,40,40,40,0,0,40,0,414270,132305,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3QR,10,N,13,13,13,0,0,13,0,414601,132035,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3QS,10,N,25,25,24,1,0,25,0,414398,131796,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3QT,10,N,10,10,10,0,0,10,0,414540,132086,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3QU,10,N,24,24,24,0,0,24,0,414486,132029,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3QW,10,N,46,46,46,0,0,46,0,414816,131962,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3QX,10,N,22,22,22,0,0,22,0,414555,132146,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3QY,10,N,36,36,36,0,0,36,0,414377,132321,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3QZ,10,N,37,37,37,0,0,37,0,414413,132020,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3RA,10,N,30,30,30,0,0,30,0,414389,132202,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3RB,10,N,7,7,7,0,0,7,0,414288,132144,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3RD,10,N,43,43,43,0,0,43,0,415650,132545,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3RE,10,N,12,12,12,0,0,12,0,414493,130273,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3RF,10,N,4,4,4,0,0,4,0,414521,130285,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3RG,10,N,7,7,7,0,0,7,0,414237,131631,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3RH,10,N,20,20,19,1,0,20,0,414328,130899,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3RJ,10,N,20,20,20,0,0,20,0,414288,130879,E92000001,E19000002,E18000010,,E06000054,E05008393,S
SP1 3RL,10,N,6,6,6,0,0,6,0,414287,131002,E92000001,E19000002,E18000010,,E06000054,E05008393,S
SP1 3RN,10,N,14,14,14,0,0,14,0,414349,131093,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3RP,10,N,14,14,14,0,0,14,0,414340,131403,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3RR,10,N,15,15,14,1,0,15,0,414311,131617,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3RS,10,N,11,11,11,0,0,11,0,414663,131612,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3RT,10,N,33,33,33,0,0,33,0,414534,131633,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3RU,10,N,8,8,8,0,0,8,0,414408,131652,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3RW,10,N,6,6,6,0,0,6,0,414359,131224,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3RX,10,N,39,39,39,0,0,39,0,414294,131784,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3RY,10,N,10,10,10,0,0,10,0,414259,131954,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3RZ,10,N,1,1,0,1,0,1,0,414322,132717,E92000001,E19000002,E18000010,,E06000054,E05008367,S
SP1 3SA,10,N,17,17,15,2,0,17,0,414177,132046,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3SB,10,N,31,31,28,3,0,31,0,414173,132262,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3SD,10,N,2,2,2,0,0,2,0,414103,132661,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3SE,10,N,25,25,25,0,0,25,0,414305,132018,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3SF,10,N,14,14,13,1,0,14,0,414195,132520,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3SG,10,N,4,4,4,0,0,4,0,414271,131608,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3SL,10,N,6,5,0,6,0,5,1,414281,130281,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3SN,10,N,1,1,0,1,0,1,0,414741,130356,E92000001,E19000002,E18000010,,E06000054,E05008389,L
SP1 3SP,10,N,24,24,11,13,0,24,0,414361,130299,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3SS,10,N,1,1,0,1,0,1,0,414344,130214,E92000001,E19000002,E18000010,,E06000054,E05008389,L
SP1 3ST,10,N,1,1,0,1,0,1,0,414351,130223,E92000001,E19000002,E18000010,,E06000054,E05008389,L
SP1 3SU,10,N,1,1,0,1,0,1,0,414312,130254,E92000001,E19000002,E18000010,,E06000054,E05008389,L
SP1 3SX,10,N,10,10,10,0,0,10,0,414336,130279,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3SY,10,N,8,8,8,0,0,8,0,414340,130345,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3SZ,10,N,16,16,16,0,0,16,0,414351,130381,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3TA,10,N,1,1,0,1,0,1,0,414303,130373,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3TB,10,N,4,3,2,2,0,3,1,414353,130483,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3TE,10,N,7,7,4,3,0,7,0,414352,130601,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3TF,10,N,33,33,32,1,0,33,0,414380,130705,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3TG,10,N,26,26,26,0,0,26,0,414385,130675,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3TH,10,N,26,26,25,1,0,26,0,414529,130742,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3TJ,10,N,30,30,30,0,0,30,0,414600,130772,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3TQ,10,N,26,26,26,0,0,26,0,414472,130726,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3TR,10,N,5,5,0,5,0,5,0,414418,130244,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3TS,10,N,16,16,7,9,0,16,0,414385,130276,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3TT,10,N,1,1,0,1,0,1,0,414387,130242,E92000001,E19000002,E18000010,,E06000054,E05008389,L
SP1 3TU,10,N,1,1,0,1,0,1,0,414435,130209,E92000001,E19000002,E18000010,,E06000054,E05008389,L
SP1 3TX,10,N,1,1,0,1,0,1,0,414387,130242,E92000001,E19000002,E18000010,,E06000054,E05008389,L
SP1 3UA,10,N,30,30,28,2,0,30,0,414384,130465,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3UD,10,N,3,3,3,0,0,3,0,414366,130402,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3UE,10,N,20,20,20,0,0,20,0,414342,130410,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3UF,10,N,9,9,9,0,0,9,0,415083,130752,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3UG,10,Y,1,1,0,0,1,1,0,413857,130232,E92000001,E19000002,E18000010,,E06000054,E05008393,L
SP1 3UH,10,N,29,29,26,3,0,29,0,414480,130322,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3UP,10,N,1,1,1,0,0,1,0,414578,130260,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3UR,10,N,7,7,7,0,0,7,0,414631,130272,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3UT,10,N,42,42,39,3,0,42,0,414551,130251,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3UW,10,N,16,16,16,0,0,16,0,414688,130280,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3UZ,10,N,1,1,0,1,0,1,0,414736,130355,E92000001,E19000002,E18000010,,E06000054,E05008389,L
SP1 3WA,10,N,28,28,28,0,0,28,0,415060,132398,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3WB,10,N,5,5,5,0,0,5,0,415018,132427,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3WD,10,N,4,4,4,0,0,4,0,415050,132437,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3WE,10,N,72,72,71,1,0,72,0,414313,130598,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3WF,10,N,10,10,10,0,0,10,0,414277,130592,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3WS,10,N,23,23,23,0,0,23,0,415572,132376,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3WT,10,N,9,9,9,0,0,9,0,415497,132436,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3WU,10,N,8,8,8,0,0,8,0,415557,132412,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3WX,10,N,47,47,47,0,0,47,0,415827,132349,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3WY,10,N,14,14,14,0,0,14,0,415894,132319,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3WZ,10,N,14,14,14,0,0,14,0,415768,132282,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3XH,10,Y,1,1,0,0,1,1,0,413857,130232,E92000001,E19000002,E18000010,,E06000054,E05008393,L
SP1 3XZ,10,N,12,12,12,0,0,12,0,415628,132110,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3YA,10,N,3,3,1,2,0,3,0,414589,130350,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3YD,10,N,52,52,52,0,0,52,0,414578,130480,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3YE,10,N,10,10,10,0,0,10,0,414570,130573,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3YF,10,N,12,12,12,0,0,12,0,414519,130364,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3YG,10,N,10,10,10,0,0,10,0,414560,130386,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3YH,10,N,28,28,28,0,0,28,0,414535,130467,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3YP,10,N,9,9,5,4,0,9,0,412990,132962,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3YQ,10,N,29,29,29,0,0,29,0,414502,130487,E92000001,E19000002,E18000010,,E06000054,E05008389,S
SP1 3YR,10,N,5,5,2,3,0,5,0,413014,132958,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3YS,10,N,2,2,2,0,0,2,0,413477,132902,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP1 3YU,10,N,8,7,3,5,0,7,1,416071,132067,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3YX,10,N,6,6,6,0,0,6,0,415949,132039,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3ZA,10,N,24,24,24,0,0,24,0,415746,132326,E92000001,E19000002,E18000010,,E06000054,E05008391,S
SP1 3ZP,10,Y,1,1,0,0,1,1,0,413857,130232,E92000001,E19000002,E18000010,,E06000054,E05008393,L
SP1 3ZT,10,N,49,49,48,1,0,49,0,413843,131557,E92000001,E19000002,E18000010,,E06000054,E05008390,S
SP101AA,10,N,1,1,0,1,0,1,0,436302,145363,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,L
SP101AE,10,N,5,5,5,0,0,5,0,436724,146248,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101AF,10,N,5,5,5,0,0,5,0,436738,146000,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101AH,10,N,1,1,0,1,0,1,0,436230,145831,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,L
SP101AJ,10,N,5,5,5,0,0,5,0,436863,145857,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101AL,10,N,70,70,70,0,0,70,0,436360,145712,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101BD,10,N,1,1,0,1,0,1,0,436464,145354,E92000001,E19000002,E18000009,E10000014,E07000093,E05012931,L
SP101BE,10,N,43,42,27,16,0,42,1,436429,145360,E92000001,E19000002,E18000009,E10000014,E07000093,E05012931,S
SP101BG,10,N,13,13,8,5,0,13,0,436342,145323,E92000001,E19000002,E18000009,E10000014,E07000093,E05012931,S
SP101BH,10,N,13,13,3,10,0,13,0,436428,145385,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101BJ,10,N,1,1,0,1,0,1,0,436394,145391,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,L
SP101BL,10,N,5,5,1,4,0,5,0,436331,145461,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101BN,10,N,2,2,0,2,0,2,0,436322,145378,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101BS,10,N,1,1,0,1,0,1,0,436249,145690,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,L
SP101BW,10,N,7,7,0,7,0,7,0,436288,145333,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101BX,10,N,14,14,14,0,0,14,0,436765,146009,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101BY,10,N,1,1,0,1,0,1,0,436228,145301,E92000001,E19000002,E18000009,E10000014,E07000093,E05012931,S
SP101DB,10,N,14,14,14,0,0,14,0,436304,145676,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101DE,10,N,27,26,24,3,0,26,1,436469,145739,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101DF,10,N,17,17,17,0,0,17,0,436426,145835,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101DG,10,N,9,9,9,0,0,9,0,436430,145855,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101DH,10,N,2,2,2,0,0,2,0,436151,145950,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101DL,10,N,23,23,19,4,0,23,0,436595,146183,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101DN,10,N,4,4,1,3,0,4,0,436552,145685,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101DP,10,N,17,16,7,10,0,16,1,436569,145804,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101DQ,10,N,2,2,0,2,0,2,0,436364,145942,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101DR,10,N,67,67,55,12,0,67,0,436732,146053,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101DT,10,N,12,12,10,2,0,12,0,436780,146202,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101DU,10,N,18,18,18,0,0,18,0,436698,146675,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101DW,10,N,1,1,0,1,0,1,0,436579,145694,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,L
SP101DX,10,N,12,12,11,1,0,12,0,436804,146692,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101DY,10,N,16,16,16,0,0,16,0,437014,146765,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101DZ,10,N,17,17,17,0,0,17,0,437069,146734,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101EA,10,N,15,15,15,0,0,15,0,437141,146732,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101EB,10,N,3,3,3,0,0,3,0,437179,146736,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101ED,10,N,9,9,9,0,0,9,0,437195,146730,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101EE,10,N,8,8,8,0,0,8,0,437262,146724,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101EF,10,N,21,21,21,0,0,21,0,437226,146805,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
SP101EH,10,N,40,40,40,0,0,40,0,436570,145869,E92000001,E19000002,E18000009,E10000014,E07000093,E05012930,S
